course_name,current_round,date_end,date_start,event_id,event_name,last_updated,multi_course,tour_x,tz_offset,am,country,dg_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,tour_rank,r1_course,r2_course,r3_teetime,r3_course,r4_teetime,r4_course,Birthday,c_exp,player_age,std_dev,skill_est,ema_8_great_shots,max_skill,sma_50_max_skill,tour_y,Date,age_squared,adj_skill_est,delta_adj_skill_est,delta_sg_putt,delta_sg_ott,dsle,consecutive_weeks_played,sample,relative_consecutive_weeks,relative_dsle,course_adjustment,putt_adj,app_adj,dd_adj,acc_adj,arg_adj,course_history_raw,comp_adj_skill_est,comp_max_skill,comp_ema_sg_adj,comp_putt,comp_ott,comp_max_skill_50,comp_6m_sg,comp_sma20_sg,pred_step2,comp_sma50_sg,comp_sma6m_sg,majors_history_raw,links_adj,comp_age,comp_relative_dsle,comp_c_exp,comp_c_adj,comp_c_hist,comp_major,comp_links,pred,r1_teetime,r2_teetime
Royal Birkdale Golf Club,1,2026-07-19,2026-07-16,100,The Open Championship,2026-07-14 11:01:05 UTC,no,pga,3600,0,SWE,23950,13.0,20.0,"aberg, ludvig",52955,1590,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-10-31,-6.5,26,2.902629423753325,1.4543527721776892,-0.0904171585989774,1.94196489416066,1.7412,pga,2026-07-06,676,1.4543527721776892,-0.03,0.0199999999999999,-0.14,3.0,1.0,59.0,-0.3913043478260869,-4.485507246376811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7378322559756374,,0.0425915729149177,-0.0026476978137524,0.1084492733001274,0.2610941945542501,0.3180065928070644,,1.3397590595498372,-0.1189467728641194,-0.0441596855199957,13.106124597648895,0.0393763773948735,0.0375393261957077,0.0419231075032192,-0.0565319697336784,0.0,0.0,0.023591024275768,0.0393763773948735,1.3881175989900194,2026-07-16 15:04,2026-07-17 09:58
Royal Birkdale Golf Club,1,2026-07-19,2026-07-16,100,The Open Championship,2026-07-14 11:01:05 UTC,no,pga,3600,0,ESP,30445,76.0,111.0,"ayora fanegas, angel",64052,353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-01-01,-6.5,31,3.0,-2.5,-0.0904171585989774,0.6178412920446832,0.4456,pga,2026-07-06,961,-2.5,0.08,0.0,0.0,3.0,3.0,59.0,1.608695652173913,-4.485507246376811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2724034849701733,,-0.008520130209221,0.0322594411457971,0.1789328055773945,0.07883348957015,0.096438089548007,,0.6714234119441949,-0.0293979426605814,-0.014482325193012,-2.008503786070486,0.0,0.0649564991954874,0.0503692171306665,-0.0233573897070187,0.0,0.0,-0.0036153068149268,0.0,0.6948199325529159,2026-07-16 08:25,2026-07-17 13:31
Royal Birkdale Golf Club,1,2026-07-19,2026-07-16,100,The Open Championship,2026-07-14 11:01:05 UTC,no,pga,3600,0,ENG,28615,359.0,389.0,"bairstow, sam",60369,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-08-12,-6.5,27,2.3,-0.90626037874414,-0.3404171585989775,0.2609381023412465,-0.1966,pga,2026-07-06,729,-0.90626037874414,0.3399999999999999,0.0,0.0,1.0,4.0,51.0,2.608695652173913,-6.485507246376811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4209677721157174,-0.0065666669158166,-0.0459974826833907,-0.0286797849865269,0.0657805106167773,,,-0.2337875546887697,-0.6898305114624725,0.00400566189297,-0.0221580097653539,-7.120002524969895,0.0,-0.0014594128166443,0.0728278664490251,-0.0233573897070187,0.0,0.0,-0.0128160045449458,0.0,-0.6531760392654119,2026-07-16 15:59,2026-07-17 10:53
Royal Birkdale Golf Club,1,2026-07-19,2026-07-16,100,The Open Championship,2026-07-14 11:01:05 UTC,no,pga,3600,0,ENG,13344,0.0,0.0,"baldwin, matthew",32622,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986-02-26,-6.5,40,2.500987445733024,-1.772231556013378,-8.881784197001252e-16,-0.4699988107789907,-0.7944,euro,2026-07-03,1600,-1.772231556013378,0.02,0.0,0.0,10.0,0.0,43.0,-1.391304347826087,2.5144927536231894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8468573574112883,0.0069366477810345,-0.2746212410671316,-0.0,0.0,,,-0.4179675143918258,-1.6851129418687525,0.0060138433197385,-0.0300165205805466,1.3983271856846091,0.0196570996966274,-0.1286007995187329,-0.0282360554835885,-0.0233573897070187,0.0,0.0,0.0025169889342322,0.0196570996966274,-1.7145322984285,2026-07-16 06:35,2026-07-17 11:41
Royal Birkdale Golf Club,1,2026-07-19,2026-07-16,100,The Open Championship,2026-07-14 11:01:05 UTC,no,pga,3600,0,ESP,28473,191.0,132.0,"ballester, jose luis",60165,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-08-13,-6.5,22,2.9206992274713803,-0.2832035274683859,-8.881784197001252e-16,0.7871142541063237,0.27775,euro,2026-07-03,484,-0.2832035274683859,-1.09,-0.47,-0.27,10.0,0.0,43.0,-1.391304347826087,2.5144927536231894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1323047790060406,-0.0115218725806013,-0.2099159104608441,0.0158335774718275,0.1079824317001827,,,0.0543129224233829,-0.1961438344957204,-0.0002779078649249,-0.002091657485688,1.3245792585246898,0.0,-0.0181606386930145,-0.0282360554835885,-0.0233573897070187,0.0,0.0,0.0023842426653444,0.0,-0.2453530370209832,2026-07-16 08:14,2026-07-17 13:20
Royal Birkdale Golf Club,1,2026-07-19,2026-07-16,100,The Open Championship,2026-07-14 11:01:05 UTC,no,pga,3600,0,USA,17606,80.0,49.0,"berger, daniel",40026,494,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1993-04-07,-2.5,33,2.897120132003562,0.4246747111021632,-0.5904171585989775,1.7234642606912147,1.5714,pga,2026-07-03,1089,0.4246747111021632,-0.09,-0.06,-0.06,10.0,0.0,59.0,-1.391304347826087,2.5144927536231894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2185723810562982,-0.0322847586012779,0.0124218483000748,0.0055060828731551,0.0142259452289952,,,0.1478817194696071,0.3319760754182333,-0.0017963402801321,0.0132586095059411,-29.685212782881603,0.0350087089550557,-0.0458094121344283,-0.0282360554835885,-0.0089836114257764,0.0,0.0,-0.0534333830091868,0.0350087089550557,0.2763317344547371,2026-07-16 15:37,2026-07-17 10:31
Royal Birkdale Golf Club,1,2026-07-19,2026-07-16,100,The Open Championship,2026-07-14 11:01:05 UTC,no,pga,3600,0,USA,26096,25.0,29.0,"bhatia, akshay",56630,1155,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2002-01-31,-6.5,24,2.9584590554831856,1.0900098887080374,0.0345828414010225,1.461256471740825,1.1502,pga,2026-06-28,576,1.0900098887080374,0.7499999999999999,0.07,0.32,15.0,0.0,58.0,-1.391304347826087,7.514492753623189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5281579291077034,,0.1355139841858541,-0.0129388076508993,-0.0115669487944681,0.168526546396004,0.2110341233731091,,0.9429104177452284,-0.0949354730315974,-0.0324395193329976,-3.6650288913072826,-0.0206992151720856,0.0515585834925201,-0.0702330573196095,-0.0565319697336784,0.0,0.0,-0.0065970520043531,-0.0206992151720856,0.7888491235155017,2026-07-16 09:14,2026-07-17 14:20
Royal Birkdale Golf Club,1,2026-07-19,2026-07-16,100,The Open Championship,2026-07-14 11:01:05 UTC,no,pga,3600,0,ENG,29971,197.0,153.0,"bradbury, dan",63459,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999-07-26,-6.5,26,3.080473423346203,-0.3668111156290262,0.9095828414010224,0.1696478517215056,-0.1942,pga,2026-07-06,676,-0.3668111156290262,-0.0499999999999999,0.0,0.0,3.0,3.0,49.0,1.608695652173913,-4.485507246376811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1624748536134671,-0.0048985313815459,-0.0945584705700642,0.0184659398527414,-0.0712297072908549,,,-0.0781084354653106,-0.391933906237971,0.0010472438634574,-0.0048511862100526,-11.488612671876693,-0.2945445902694047,0.0046740945771258,0.0503692171306665,-0.0233573897070187,0.0,0.0,-0.020679502809378,-0.2945445902694047,-0.6801461718931059,2026-07-16 08:14,2026-07-17 13:20
Royal Birkdale Golf Club,1,2026-07-19,2026-07-16,100,The Open Championship,2026-07-14 11:01:05 UTC,no,pga,3600,0,USA,13872,33.0,41.0,"bradley, keegan",33141,700,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1986-06-07,-6.5,40,2.823109996028245,1.0792859648146098,0.0345828414010225,1.4832312510022996,1.2553999999999998,pga,2026-07-05,1600,1.0792859648146098,0.0999999999999998,-0.02,-0.0899999999999999,8.0,0.0,61.0,-1.391304347826087,0.5144927536231894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5337266293655112,,0.1094176406650746,-0.0017693431494245,0.0244573044047314,0.1854546953534247,0.1979366087320161,,0.8703378215411919,-0.0452258861333001,-0.0194422857435986,11.429843613399344,-0.1794607249764641,-0.114217541953243,-0.0048086278396261,-0.0565319697336784,0.0,0.0,0.0205737185041188,-0.1794607249764641,0.650110217495542,2026-07-16 12:58,2026-07-17 07:52
Royal Birkdale Golf Club,1,2026-07-19,2026-07-16,100,The Open Championship,2026-07-14 11:01:05 UTC,no,pga,3600,0,USA,29197,97.0,60.0,"brennan, michael",61522,287,103.0,0.0,0.0,0.0,0.0,0.0,0.0,2002-06-01,-6.5,24,2.457368344777081,0.3845138766701814,0.0345828414010225,0.4625591690308216,0.252,pga,2026-07-06,576,0.3845138766701814,0.19,-0.1099999999999999,-0.0799999999999999,1.0,3.0,62.0,1.608695652173913,-6.485507246376811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174525763214669,-0.0096724364160318,0.0282920340881392,0.0087019450128605,0.0826905008625829,,,0.0705799115650397,0.3782299631224319,-0.0007526968954774,0.0037511059597053,-0.2889521426885275,0.0,0.0201138357309443,0.0728278664490251,-0.0233573897070187,0.0,0.0,-0.0005201138568393,0.0,0.4271803260075988,2026-07-16 12:03,2026-07-17 06:57
