course_name,current_round,date_end,date_start,event_id,event_name,last_updated,multi_course,tour,tz_offset,am,country,dg_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,tour_rank,r1_course,r2_course,r3_teetime,r3_course,r4_teetime,r4_course,Birthday,c_exp,player_age,std_dev,skill_est,ema_8_great_shots,max_skill,sma_50_max_skill,tour_history,Date,age_squared,adj_skill_est,delta_adj_skill_est,delta_sg_putt,delta_sg_ott,dsle,consecutive_weeks_played,sample,relative_consecutive_weeks,relative_dsle,course_history_raw,course_history_weighted_rounds,course_history_rounds,course_history_events,course_history_sg_ott_raw,course_history_sg_ott_weighted_rounds,course_history_sg_ott_rounds,course_history_sg_app_raw,course_history_sg_app_weighted_rounds,course_history_sg_app_rounds,course_history_sg_arg_raw,course_history_sg_arg_weighted_rounds,course_history_sg_arg_rounds,course_history_sg_putt_raw,course_history_sg_putt_weighted_rounds,course_history_sg_putt_rounds,course_history_sg_ott_adjustment,course_history_sg_app_adjustment,course_history_sg_arg_adjustment,course_history_sg_putt_adjustment,course_history_as_of,course_adjustment,putt_adj,app_adj,dd_adj,acc_adj,arg_adj,comp_adj_skill_est,comp_max_skill,comp_ema_sg_adj,comp_putt,comp_ott,comp_max_skill_50,comp_6m_sg,comp_sma20_sg,pred_step2,comp_sma50_sg,comp_sma6m_sg,prior_rounds,neutral_skill_est,skill_source,tour_low_data_prior,tour_low_data_prior_n,cold_start_skill,observed_low_data_mean,low_data_weight,majors_history_raw,links_adj,comp_age,comp_skill_v2_delta,skill_model_source,uses_neutral_skill,comp_relative_dsle,comp_c_exp,comp_c_adj,comp_c_hist,comp_major,comp_links,pred,r1_teetime,r2_teetime
East Lake Golf Club,1,2026-08-30,2026-08-27,60,TOUR Championship,2026-08-25 19:20:49 UTC,no,pga,-14400,0,SWE,23950,10,17,"aberg, ludvig",52955,921,10,0.0,0.0,0.0,0.0,0.0,0.0,1999-10-31,-2.5,26,2.698272937803507,1.5942852038684667,-0.0625,1.998372722203306,1.7976,pga,2026-08-23,676,1.5942852038684667,0.1600000000000001,0.23,-0.04,1,3,59.0,-0.3666666666666667,0.0,-1.638605547001157,3.08692817650937,4.0,1.0,0.4732811567372307,3.08692817650937,4.0,-6.1564103388972935,3.08692817650937,4.0,2.889046756801158,3.08692817650937,4.0,-0.9683657554351476,3.08692817650937,4.0,0.0118320289184307,-0.0,0.0,-0.0,2026-08-27,0.1218584140469763,0.0024905172656751,0.0301416736201461,0.1481352114311461,-0.0737046126136854,0.0147956243436943,0.7703032396105721,,0.1401196901289168,-0.0030111479206576,0.0992025814920191,0.2538939397879177,0.3865758156347145,,1.4946803080931046,-0.1171086446947417,-0.0726704233620763,312,1.284131068130033,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.3497276920861427,1.0,17.59379385256269,0.0197269828080089,0.0373752574164399,0.0,weekly_pga_core,False,-0.0,-0.0206061473505017,0.0748367902378718,-0.0081930277350057,0.0,0.0,1.540717923245469,2026-08-27 13:12,
East Lake Golf Club,1,2026-08-30,2026-08-27,60,TOUR Championship,2026-08-25 19:20:49 UTC,no,pga,-14400,0,USA,26096,50,33,"bhatia, akshay",56630,652,15,0.0,0.0,0.0,0.0,0.0,0.0,2002-01-31,-2.5,24,2.831078598254449,0.6248640769443855,-0.9375,1.518922812023853,1.2156,pga,2026-08-23,576,0.6248640769443855,-0.3,-0.2700000000000001,-0.09,1,3,53.0,-0.3666666666666667,0.0,2.3405596796299792,3.08692817650937,4.0,1.0,-0.3448879872418281,3.08692817650937,4.0,-0.359793739371246,3.08692817650937,4.0,2.1795038379163536,3.08692817650937,4.0,-0.1305466679746512,3.08692817650937,4.0,-0.0086221996810457,-0.0,0.0,-0.0,2026-08-27,-0.1196957465723856,0.0068753560086248,0.0210609456761511,-0.0370217066551616,-0.13634844135557,0.0257380997535699,0.3043307128370046,,0.0258605858470784,-0.0083240250445387,-0.1122631910942307,0.1716919632878242,0.2517207967372272,,0.5969929024640097,-0.0534972506743943,-0.0346991002015544,472,0.3026882419850591,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,0.658918824182822,1.0,-7.062287301416003,0.0001541640248267,0.0521724107695934,0.0,weekly_pga_core,False,-0.0,-0.0206061473505017,-0.0735086333484524,0.0117027983981498,-0.0,0.0,0.5145809201632054,2026-08-27 12:30,
East Lake Golf Club,1,2026-08-30,2026-08-27,60,TOUR Championship,2026-08-25 19:20:49 UTC,no,pga,-14400,0,USA,29433,25,28,"bridgeman, jacob",60004,666,13,0.0,0.0,0.0,0.0,0.0,0.0,1999-12-06,-2.5,26,2.7599491175486066,1.0285761642040798,-0.5625,1.377564016697289,1.0228,pga,2026-08-23,676,1.0285761642040798,0.1599999999999999,0.28,0.05,1,3,67.0,-0.3666666666666667,0.0,-4.737228718023214,3.08692817650937,4.0,1.0,0.0276905829874847,3.08692817650937,4.0,-3.032223733424855,3.08692817650937,4.0,-0.0748389173639092,3.08692817650937,4.0,-2.443327558876258,3.08692817650937,4.0,0.0006922645746871,-0.0,-0.0,-0.0,2026-08-27,0.0212854474981272,0.0064447368770423,0.0114837492163937,-0.0618529792762566,0.0667981346347226,-0.0015881939537747,0.4858396488926907,,0.1613682388449385,-0.0221739444936019,0.0305432160664563,0.1444607930658001,0.2244900722322861,,0.9736361428130892,-0.0543109819360711,-0.0353764289898362,393,0.6408872990310348,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.455272340992585,1.0,-7.647684500621256,-0.073733948997791,0.0387955291304267,0.0,weekly_pga_core,False,-0.0,-0.0206061473505017,0.0130720113337639,-0.023686143590116,-0.0,-0.0,0.9424158632062354,2026-08-27 12:42,
East Lake Golf Club,1,2026-08-30,2026-08-27,60,TOUR Championship,2026-08-25 19:20:49 UTC,no,pga,-14400,0,USA,19483,3,9,"burns, sam",47504,1460,8,0.0,0.0,0.0,0.0,0.0,0.0,1996-07-23,9.5,30,2.979777574502833,1.816172008131664,0.0625,1.9233001872448348,1.6046,pga,2026-08-23,900,1.816172008131664,-0.2299999999999999,-0.0599999999999999,-0.3399999999999999,1,3,59.0,-0.3666666666666667,0.0,2.28368240802907,7.680765770402363,16.0,1.0,-1.030990655900481,7.680765770402363,16.0,-4.295178689050952,7.680765770402363,16.0,1.6458965707015998,7.680765770402363,16.0,3.8119417419681967,7.680765770402363,16.0,-0.025774766397512,-0.0,0.0,0.0,2026-08-27,0.059388089504231,0.0104408511549967,0.0365942291923104,0.0396704096933024,-0.0341715145481944,0.0068541140118158,0.895491355233819,,0.1426744065327633,-0.0201772592190847,0.0486380884082622,0.2254198530827307,0.3462127054085145,,1.445141955361232,-0.1354868066970532,-0.0688213867454037,722,1.4388357892857826,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,2.385027692086143,1.0,0.7600943760316563,-0.2418551221039474,0.0111909993566836,0.0,weekly_pga_core,False,-0.0,0.0783033599319065,0.0364719501038539,0.0114184120401453,0.0,-0.0,1.5713356774371376,2026-08-27 13:24,
East Lake Golf Club,1,2026-08-30,2026-08-27,60,TOUR Championship,2026-08-25 19:20:49 UTC,no,pga,-14400,0,USA,15466,6,26,"cantlay, patrick",35450,1802,19,0.0,0.0,0.0,0.0,0.0,0.0,1992-03-17,21.5,34,2.577643216692495,1.7014261274864833,1.1875,2.364595157537445,2.1552,pga,2026-08-23,1156,1.7014261274864833,0.3399999999999998,-0.1599999999999999,0.17,1,3,55.0,-0.3666666666666667,0.0,4.27005677809143,7.680765770402363,16.0,1.0,0.7691347738301302,7.680765770402363,16.0,8.292813273318554,7.680765770402363,16.0,-1.3360737918334338,7.680765770402363,16.0,-3.674520206517543,7.680765770402363,16.0,0.0192283693457532,0.0,-0.0,-0.0,2026-08-27,0.1365788662805328,0.0027784911520188,0.0391545787656935,0.0237266754519118,0.0390121639529118,0.0319069569579967,0.8035406709801294,,0.2240910480873409,-0.0059490403957765,0.0421729587139698,0.3044015459673566,0.3456168858389625,,1.4929518134761788,-0.1270285148665143,-0.0596439340622624,670,1.4712651914265755,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.9288377009395448,1.0,-28.87039900241984,-0.1213177491177716,-0.0342498067870271,0.0,weekly_pga_core,False,-0.0,0.1772128672143147,0.0838770473643482,0.0213502838904571,-0.0,-0.0,1.7753920119452988,2026-08-27 12:06,
East Lake Golf Club,1,2026-08-30,2026-08-27,60,TOUR Championship,2026-08-25 19:20:49 UTC,no,pga,-14400,0,USA,23604,7,5,"clark, wyndham",51766,1945,3,0.0,0.0,0.0,0.0,0.0,0.0,1993-12-09,-2.5,32,2.9523758169173666,1.4222637325553702,0.5625,1.6417916359104603,1.2941999999999998,pga,2026-08-23,1024,1.4222637325553702,0.92,0.12,0.19,1,3,55.0,-0.3666666666666667,0.0,3.2486873989757274,1.8941543327081527,4.0,1.0,0.4729579758058067,1.8941543327081527,4.0,1.2892192179321906,1.8941543327081527,4.0,1.0390258959185352,1.8941543327081527,4.0,1.049238947837762,1.8941543327081527,4.0,0.0118239493951451,0.0,0.0,0.0,2026-08-27,0.1148160606903117,0.0106065996708546,0.0187452675481193,0.0995911900441663,-0.0685969364078599,0.0544699398350313,0.6518229967612826,,0.2234399525376109,-0.0257924080495564,0.0379838971634588,0.1827934673306203,0.2545295368851295,,1.1053430649268443,-0.1367170670964021,-0.067838062384903,739,1.429898205645761,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.9536146622120765,1.0,-11.14177329133746,0.1110107245388223,-0.0148792482203961,0.0,weekly_pga_core,False,-0.0,-0.0206061473505017,0.0705118765660879,0.0162434369948786,-0.0,0.0,1.1714922311373093,2026-08-27 13:48,
East Lake Golf Club,1,2026-08-30,2026-08-27,60,TOUR Championship,2026-08-25 19:20:49 UTC,no,pga,-14400,0,ENG,25362,65,68,"fitzpatrick, alex",55721,502,24,0.0,0.0,0.0,0.0,0.0,0.0,1999-01-02,-6.5,27,2.783815934762944,0.3500094370614929,-0.4375,0.9310413835723418,0.7210000000000001,pga,2026-08-23,729,0.3500094370614929,-0.1799999999999999,0.0,-0.13,1,4,59.0,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-27,0.120809878083265,-0.00435626785917,0.0306682304412966,0.0298365913499607,0.0610079561117884,0.0036533680393893,0.1799367060096987,-0.0191393534730073,-0.0855696217201364,0.0323981562565619,0.0352908750077709,,,0.1613676718405291,0.3280555490663872,0.0018734451602107,0.0197596326988081,351,0.4902884256538052,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,0.0264175040607115,1.0,3.3423585685728714,0.0476344113276181,0.0021380372859511,0.0,weekly_pga_core,False,-0.0,-0.0234956336722447,0.0411796686755199,0.0,0.0,0.0,0.3457395840696624,2026-08-27 11:36,
East Lake Golf Club,1,2026-08-30,2026-08-27,60,TOUR Championship,2026-08-25 19:20:49 UTC,no,pga,-14400,0,ENG,17646,4,4,"fitzpatrick, matt",40098,962,2,0.0,0.0,0.0,0.0,0.0,0.0,1994-09-01,1.5,32,2.351631252006565,1.71449237312223,-0.4375,1.971834930838672,1.7941999999999998,pga,2026-08-23,1024,1.71449237312223,-0.1699999999999999,0.31,-0.23,1,3,59.0,-0.3666666666666667,0.0,0.3857945529896411,3.393680405587624,8.0,1.0,1.4308085601055298,3.393680405587624,8.0,-1.1460937017364108,3.393680405587624,8.0,0.6958972473762051,3.393680405587624,8.0,-1.1245984446478483,3.393680405587624,8.0,0.0357702140026382,-0.0,0.0,-0.0,2026-08-27,0.096111041936685,0.0042715453590162,0.03434197525037,-0.0905138996130856,0.0836448225818756,0.0643665983585087,0.8431330860944739,,0.1005019060397082,-0.0178408158380419,0.0153457134160507,0.2534137220557866,0.3955200277152053,,1.3884175455189098,-0.1264737866570602,-0.0687826030747961,838,1.2435077065678448,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.6158334863948984,1.0,24.26751075197267,0.2211147947190924,-0.0063997042324167,0.0,weekly_pga_core,False,-0.0,0.012363688410301,0.0590245814473364,0.0019289727649482,0.0,0.0,1.4617347881414955,2026-08-27 14:00,
East Lake Golf Club,1,2026-08-30,2026-08-27,60,TOUR Championship,2026-08-25 19:20:49 UTC,no,pga,-14400,0,ENG,12294,5,7,"fleetwood, tommy",30911,1127,9,0.0,0.0,0.0,0.0,0.0,0.0,1991-01-19,9.5,35,2.592758300409974,1.869966308892825,-0.4375,2.2316856774078584,2.0224,pga,2026-08-23,1225,1.869966308892825,-0.4399999999999997,-0.2599999999999999,-0.21,1,3,63.0,-0.3666666666666667,0.0,5.203562834834299,4.981082509217524,8.0,1.0,-1.7514542490320038,4.981082509217524,8.0,0.8208698563977411,4.981082509217524,8.0,-0.9608623206157656,4.981082509217524,8.0,4.411788187520212,4.981082509217524,8.0,-0.0437863562258001,0.0,-0.0,0.0,2026-08-27,0.1164993373001649,0.0058054427148281,0.0246266947477499,-0.057949872004215,0.0832619076210545,0.0607551642207473,0.9355072616173274,,0.0587826603718742,-0.007723154075923,0.0469266287782596,0.2856448063123525,0.4213545604440877,,1.515377220750943,-0.1157918569497688,-0.0602938809083193,897,1.2230945438698129,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.6797235301153963,1.0,19.976500386281888,0.3423485735587416,-0.0490298048389473,0.0,weekly_pga_core,False,-0.0,0.0783033599319065,0.0715456256063087,0.0260178141741714,0.0,0.0,1.69124402046333,2026-08-27 13:12,
East Lake Golf Club,1,2026-08-30,2026-08-27,60,TOUR Championship,2026-08-25 19:20:49 UTC,no,pga,-14400,0,NZL,11889,61,25,"fox, ryan",29936,457,30,0.0,0.0,0.0,0.0,0.0,0.0,1987-01-22,-6.5,39,2.570102087056011,0.6700612843829103,-0.6875,0.9183794940067564,0.7406,pga,2026-08-23,1521,0.6700612843829103,-0.72,-0.42,-0.24,1,3,57.0,-0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-27,-0.0295132972045539,0.0039424145425143,0.0126972263706097,0.0912915366708112,-0.1294159818253064,-0.0080284929631829,0.3500099440088277,,0.0109870997778097,-0.0079008056496666,0.0009849327136929,0.1046027212989162,0.1516956573824545,,0.4410844149682768,-0.0427908578924638,-0.0215932766199305,786,0.0980700596530284,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,0.3797235301153972,1.0,24.95139139215113,0.1197408176063953,-0.1049110000513633,0.0,weekly_pga_core,False,-0.0,-0.0535759831113044,-0.0181249727349457,0.0,0.0,0.0,0.3693834591220266,2026-08-27 11:00,
