,current_round,event_id,event_name,last_updated,am,country,course,dg_id,dk_id,dk_salary,early_late,fd_id,fd_salary,flag,pga_number,player_name,r1_teetime,r2_teetime,r3_teetime,r4_teetime,start_hole,unofficial,yh_id,yh_salary,Birthday,c_exp,player_age,std_dev,skill_est,ema_8_great_shots,max_skill,sma_50_max_skill,tour,Date,age_squared,adj_skill_est,delta_adj_skill_est,delta_sg_putt,delta_sg_ott,dsle,consecutive_weeks_played,sample,relative_consecutive_weeks,relative_dsle,course_adjustment,putt_adj,app_adj,dd_adj,acc_adj,arg_adj,course_history_raw,comp_adj_skill_est,comp_max_skill,comp_ema_sg_adj,comp_putt,comp_ott,comp_max_skill_50,comp_6m_sg,comp_sma20_sg,pred_step2,comp_sma50_sg,comp_sma6m_sg,majors_history_raw,links_adj,comp_age,comp_relative_dsle,comp_c_exp,comp_c_adj,comp_c_hist,comp_major,comp_links,pred
0,1,4,Farmers Insurance Open,2026-01-27 21:26:42 UTC,0,SWE,Torrey Pines Golf Course (South Course),23950,41749952,10400,1,126051-163390,11900.0,SWE,52955,"aberg, ludvig",2026-01-29 09:32,2026-01-30 10:38,0.0,0.0,1,0,golf.p.22880$golf.g.20266,42.0,1999-10-31,3.5,26,2.431364159352649,1.3211530044328696,0.0,1.94196489416066,1.7412,pga,2026-01-19,676,1.3211530044328696,0.26,0.0,0.0,6.0,1.0,27.0,-0.8639455782312926,-0.9387755102040805,0.1015423279215825,0.0183834784956806,0.005860072507589,0.1099764556231586,-0.0181323360576511,-0.0145453426471946,3.0567607959594554,0.5533979851182492,,0.1025712338055982,-0.0266702891339136,0.1252694533239539,0.3558198824058068,0.1984480111872571,,1.467251316109752,0.0927951848197747,0.0065778417425772,5.231842001082182,0.0253174705269958,0.0590420128404483,0.012204081632653045,0.0224,0.10661944431766164,0.015283803979797277,0.0,0.0,1.6237586460398639
1,1,4,Farmers Insurance Open,2026-01-27 21:26:42 UTC,0,USA,Torrey Pines Golf Course (North Course),19846,41750070,6200,1,126051-85239,7300.0,USA,48001,"bauchou, zach",2026-01-29 09:54,2026-01-30 11:00,0.0,0.0,1,0,golf.p.19938$golf.g.20266,20.0,1996-01-01,-6.5,30,3.0,-2.5,0.0,0.0,0.0,0,2026-01-19,900,-2.5,0.0,0.0,0.0,6.938775510204081,0.0,0.0,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.0391687510491466e-17,-0.03575,0.0,0.0,,,-0.422794142372931
2,1,4,Farmers Insurance Open,2026-01-27 21:26:42 UTC,0,RSA,Torrey Pines Golf Course (South Course),18103,41749988,7300,0,126051-110898,8900.0,RSA,45522,"bezuidenhout, christiaan",2026-01-29 10:27,2026-01-30 09:10,0.0,0.0,10,0,golf.p.14326$golf.g.20266,30.0,1994-05-18,1.5,31,2.3571155773871784,0.8163858915147482,1.3834028501911715,1.2024297193622373,1.028,pga,2026-01-19,961,0.8163858915147482,-0.02,0.0,0.0,4.0,2.0,32.0,0.1360544217687074,-2.9387755102040805,-0.2516114869996625,0.0175250338935407,0.0140075866348089,-0.1957283726612506,-0.0463035633123412,-0.0411121715544204,-0.2186149963764863,0.3258452564054398,,0.0863132405716687,-0.0099252810085799,-0.0446465362242202,0.2100751430698193,0.0951610112961003,,0.7363387714723008,0.0594700094815997,0.0043143004866621,-2.4512110769369126,0.0425685894271185,0.009731627393810782,0.03820408163265304,0.009600000000000001,-0.2641920613496457,-0.0010930749818824316,-0.0,0.0,0.5188577167734258
3,1,4,Farmers Insurance Open,2026-01-27 21:26:42 UTC,0,USA,Torrey Pines Golf Course (South Course),26096,41749986,7400,0,126051-103030,9400.0,USA,56630,"bhatia, akshay",2026-01-29 10:38,2026-01-30 09:32,0.0,0.0,1,0,golf.p.23159$golf.g.20266,35.0,2002-01-31,0.5,24,3.107317740431448,0.7360396727527987,0.050069516857838,1.0869440477060448,0.9036000000000002,pga,2026-01-19,576,0.7360396727527987,-0.43,-0.01,-0.1399999999999999,5.0,1.0,27.0,-0.8639455782312926,-1.9387755102040805,0.1474986122953272,0.0082129734857572,0.0364963947687632,0.0316158582537261,0.0553931486473667,0.0157802371397138,13.989151039264216,0.2159521369950702,,-0.1000712980913301,-0.0012902007464912,-0.0076373588214543,0.184653598519347,0.1311623414849336,,0.5530196284758656,0.053181258735748,0.0033803309561728,-2.716263489224306,-0.0181625868628364,0.07368881944386951,0.025204081632653044,0.0032,0.1548735429100936,0.06994575519632108,-0.0,-0.0,0.8062430082149333
4,1,4,Farmers Insurance Open,2026-01-27 21:26:42 UTC,0,USA,Torrey Pines Golf Course (South Course),24956,41750053,6500,1,126051-180875,7300.0,USA,54788,"blanchet, chandler",2026-01-29 10:05,2026-01-30 11:11,0.0,0.0,10,0,golf.p.23466$golf.g.20266,20.0,1995-02-01,-6.5,31,2.7986674208473423,0.3084432680457826,-1.7832638164754953,0.3819239606197348,-0.055,pga,2026-01-19,961,0.3084432680457826,-0.16,0.0,0.0,5.0,2.0,30.0,0.1360544217687074,-1.9387755102040805,0.0612315074126489,0.0,0.0,0.0,0.0612315074126489,-0.0,0.0,0.0386860938933514,0.0347640228595735,-0.0850862711013192,0.0822583239738121,-0.0491045955195125,,,0.0234924702870731,0.1383007940521487,0.0353345529881964,0.033487210411975,-1.3925481775371953,,0.024468986258998682,0.022683673469387742,-0.03575,0.05816993204201645,0.0,-0.0,,0.1834043995635529
5,1,4,Farmers Insurance Open,2026-01-27 21:26:42 UTC,0,USA,Torrey Pines Golf Course (North Course),13872,41749959,9200,0,126051-77881,10800.0,USA,33141,"bradley, keegan",2026-01-29 10:49,2026-01-30 09:43,0.0,0.0,10,0,golf.p.10143$golf.g.20266,43.0,1986-06-07,21.5,39,2.6898295954635456,1.2084871056507551,0.7584028501911715,1.4832305947736764,1.2554,pga,2026-01-16,1521,1.2084871056507551,-0.3400000000000001,0.47,0.0399999999999999,13.0,0.0,21.0,-1.8639455782312926,6.0612244897959195,-0.0419023333252418,-0.0010901520770228,0.0171079385775683,0.0292165059761581,-0.000638565208986,-0.0864980605929594,10.734738654450192,0.5056971327944325,,0.0421451863164782,-0.0133426695339833,0.0501763803609119,0.2565450725776761,0.1650589070742218,,1.0005473986938125,0.0902564773813601,0.0041260745691685,12.855280231896504,-0.1461688786018277,-0.10011516284645416,-0.07879591836734695,0.1376,-0.043997449991503894,0.05367369327225096,0.0,-0.0,1.0690277236072125
6,1,4,Farmers Insurance Open,2026-01-27 21:26:42 UTC,0,USA,Torrey Pines Golf Course (North Course),29197,41750013,7000,1,126051-165892,8400.0,USA,61522,"brennan, michael",2026-01-29 09:43,2026-01-30 10:49,0.0,0.0,10,0,golf.p.24201$golf.g.20266,20.0,2002-06-01,-6.5,23,2.4723092658216017,-0.018035714285714297,0.0,0.0,0.0,0,2026-01-16,529,-0.018035714285714297,0.0,0.0,0.0,6.938775510204081,0.0,0.0,0.0,8.881784197001252e-16,-0.0306986429401872,0.0,0.0,0.0,-0.0306986429401872,-0.0,0.0,,,,,,,,,,,,,,,-1.0391687510491466e-17,-0.03575,-0.02916371079317784,0.0,,,0.536885203650883
7,1,4,Farmers Insurance Open,2026-01-27 21:26:42 UTC,0,ENG,Torrey Pines Golf Course (South Course),20766,41750014,7000,1,126051-189532,8300.0,ENG,57259,"brown, dan",2026-01-29 10:05,2026-01-30 11:11,0.0,0.0,10,0,golf.p.20519$golf.g.20266,31.0,1995-01-01,-6.5,31,2.3,0.17200000000000004,0.0,0.0,0.0,0,2026-01-16,961,0.17200000000000004,0.0,0.0,0.0,6.938775510204081,0.0,0.0,0.0,8.881784197001252e-16,0.0677053746082382,0.0,0.0,0.0,0.0677053746082382,-0.0,0.0,,,,,,,,,,,,,,,-1.0391687510491466e-17,-0.03575,0.06432010587782629,0.0,,,-0.0651621010451459
8,1,4,Farmers Insurance Open,2026-01-27 21:26:42 UTC,0,USA,Torrey Pines Golf Course (South Course),29304,41750088,6000,0,126051-167119,7000.0,USA,58816,"byrd, marcus",2026-01-29 11:11,2026-01-30 10:05,0.0,0.0,1,0,golf.p.24218$golf.g.20266,20.0,1997-07-11,-5.5,28,3.2,-1.730985294117647,0.7405457073340287,-0.7293094135802471,-0.9080555555555556,pga,2025-07-13,784,-1.730985294117647,0.26,0.0,0.0,30.0,0.0,0.0,-1.8639455782312926,23.06122448979592,0.0045647845639188,0.0,0.0,0.0,0.0045647845639188,-0.0,0.0,-0.4661873618821394,-0.0254196769128768,-0.0844455444425169,0.0271571249257917,0.0118013806911535,,,-0.2106063254251281,-0.8551106483111723,-0.0443250851672078,-0.1140154681965181,0.0,,0.05093030809826987,-0.26981632653061227,-0.03025,0.00433654533572286,0.0,0.0,,-1.1508404295060617
9,1,4,Farmers Insurance Open,2026-01-27 21:26:42 UTC,0,PUR,Torrey Pines Golf Course (South Course),12909,41750087,6000,1,126051-77914,7000.0,PUR,32070,"campos, rafael",2026-01-29 09:10,2026-01-30 10:16,0.0,0.0,10,0,golf.p.9600$golf.g.20266,20.0,1988-04-15,-1.5,37,2.6348734304913006,-1.4529396800712324,-0.11659714980882852,-0.4062673227481591,-0.6186,pga,2026-01-19,1369,-1.4529396800712324,0.02,0.0199999999999999,0.12,4.0,3.0,29.0,1.1360544217687074,-2.9387755102040805,0.0660345935909191,-0.0122947191767347,-0.0350380125221788,0.0042179978986899,0.0727625106536676,0.0363868167374751,8.450717884696475,-0.4316458459199523,-0.0028619036311294,-0.0710414323483775,-0.0050212277165155,-0.0132314987453524,,,-0.2584171731578042,-0.9972842113615804,-0.0674399882314772,-0.0892438963548193,6.435907258681157,,-0.058381245256152126,0.03438367346938774,-0.00825,0.06273286391137313,0.08450717884696475,0.0,,-0.8239104951338547
