course_name,current_round,date_end,date_start,event_id,event_name,last_updated,multi_course,tour,tz_offset,am,country,dg_id,dg_rank,owgr_rank,player_name,player_num,pre_tourn_pageviews,tour_rank,r1_course,r2_course,r3_teetime,r3_course,r4_teetime,r4_course,Birthday,c_exp,player_age,std_dev,skill_est,ema_8_great_shots,max_skill,sma_50_max_skill,tour_history,Date,age_squared,adj_skill_est,delta_adj_skill_est,delta_sg_putt,delta_sg_ott,dsle,consecutive_weeks_played,sample,relative_consecutive_weeks,relative_dsle,course_history_raw,course_history_weighted_rounds,course_history_rounds,course_history_events,course_history_sg_ott_raw,course_history_sg_ott_weighted_rounds,course_history_sg_ott_rounds,course_history_sg_ott_adjustment,course_history_sg_app_raw,course_history_sg_app_weighted_rounds,course_history_sg_app_rounds,course_history_sg_app_adjustment,course_history_sg_arg_raw,course_history_sg_arg_weighted_rounds,course_history_sg_arg_rounds,course_history_sg_arg_adjustment,course_history_sg_putt_raw,course_history_sg_putt_weighted_rounds,course_history_sg_putt_rounds,course_history_sg_putt_adjustment,course_history_as_of,course_adjustment,putt_adj,app_adj,dd_adj,acc_adj,arg_adj,comp_adj_skill_est,comp_max_skill,comp_ema_sg_adj,comp_putt,comp_ott,comp_max_skill_50,comp_6m_sg,comp_sma20_sg,pred_step2,comp_sma50_sg,comp_sma6m_sg,prior_rounds,neutral_skill_est,skill_source,tour_low_data_prior,tour_low_data_prior_n,cold_start_skill,observed_low_data_mean,low_data_weight,majors_history_raw,links_adj,comp_age,comp_skill_v2_delta,skill_model_source,uses_neutral_skill,comp_relative_dsle,comp_c_exp,comp_c_adj,comp_c_hist,comp_major,comp_links,pred,r1_teetime,r2_teetime
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,SWE,23950,8,17,"aberg, ludvig",52955,511,10,0.0,0.0,0.0,0.0,0.0,0.0,1999-10-31,-6.5,26,2.670360800586124,1.4467731691120225,0.2574999999999998,1.998372722203306,1.7976,pga,2026-08-10,676,1.4467731691120225,0.1999999999999999,-0.0199999999999999,0.11,0,2,59.0,-0.8399999999999999,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,0.0512806916899191,0.0,0.0,0.0519807582457574,-0.0007000665558383,0.0,0.7404702558837726,,0.1642617571717157,-0.00275392250198,0.1115863068697544,0.2467837730504398,0.3843876709136882,,1.4643746988647006,-0.1384057364877441,-0.079496463392658,308,1.3922917145294684,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.3496082533332163,1.0,17.610569116850762,0.0197347103379709,0.0375410573577122,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,0.0314285015924624,0.0,0.0,0.0,1.4425309212830375,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,26096,62,33,"bhatia, akshay",56630,146,15,0.0,0.0,0.0,0.0,0.0,0.0,2002-01-31,-6.5,24,2.866843044864311,1.0155315738201904,-0.7425000000000002,1.518922812023853,1.2156,pga,2026-08-10,576,1.0155315738201904,-0.4799999999999998,-0.13,-0.4399999999999999,0,2,53.0,-0.8399999999999999,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,-0.0170147703655221,0.0,0.0,-0.0132148121659769,-0.0037999581995451,0.0,0.4391697151717291,,-0.1049813711828053,-0.0043432497134674,-0.1041562795427968,0.166883819826499,0.2754726796868114,,0.6134132345149921,-0.0695263249595769,-0.0366605327056324,468,0.1355449246671584,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,0.0284446395338143,1.0,-7.039449787695196,0.0001808327422698,0.0515547779342316,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,-0.0104278768461564,0.0,-0.0,0.0,0.5497130784947102,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,29197,42,34,"brennan, michael",61522,246,47,0.0,0.0,0.0,0.0,0.0,0.0,2002-06-01,-6.5,24,2.661705493211097,1.137135921010256,1.0074999999999998,1.137135921010256,0.5538,pga,2026-08-10,576,1.137135921010256,0.6699999999999999,0.43,0.35,0,8,71.0,4.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,0.0671150213786021,0.0,0.0,0.0712155907267082,-0.0041005693481061,-0.0,0.4734352202171778,,0.1525424761556095,-0.028149736315076,0.104557591787594,0.0712784462437629,0.0963104790563131,,0.8413871496592429,-0.0560734609930285,-0.0246329792261247,103,0.6004313648647985,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.7153966973667063,1.0,-1.2522047128385796,-0.0154233180494568,0.0521191127330148,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,0.0411329193652472,0.0,-0.0,-0.0,0.8292477898503646,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,29433,35,31,"bridgeman, jacob",60004,147,12,0.0,0.0,0.0,0.0,0.0,0.0,1999-12-06,-6.5,26,2.8912057909178617,0.9867155114598354,-0.2425000000000001,1.377564016697289,1.0228,pga,2026-08-10,676,0.9867155114598354,0.05,0.0,-0.11,0,2,67.0,-0.8399999999999999,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,-0.0186302027619452,0.0,0.0,-0.0206081869694744,0.0019779842075291,-0.0,0.4803570543636505,,0.1113874314294606,-0.0196295109067407,0.0448675778934242,0.1404152442567811,0.2335613394661687,,0.9358999748828044,-0.0492846437304895,-0.044018897437536,389,0.5251413172085966,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.093422340992585,1.0,-7.5941291260563695,-0.0735516207853252,0.0382443795480857,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,-0.0114179301775446,0.0,-0.0,-0.0,0.8712097655311343,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,19483,3,7,"burns, sam",47504,572,6,0.0,0.0,0.0,0.0,0.0,0.0,1996-07-23,-6.5,30,3.028746573717855,1.849625570300501,1.2574999999999998,1.9233001872448348,1.5536,pga,2026-08-10,900,1.849625570300501,0.0299999999999998,0.01,0.0399999999999999,0,2,57.0,-0.8399999999999999,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,0.0158286869234484,0.0,0.0,0.0173936860767335,-0.0015649991532851,0.0,0.9337447769039176,,0.2358842914195338,-0.022577880089464,0.0602934201927442,0.2116387764433455,0.3467619355442905,,1.5449563760693217,-0.1558525012932956,-0.0757236896415915,718,1.631094969511984,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,2.523870907346273,1.0,0.7852773868072127,-0.2414042790807984,0.0107872465898408,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,0.0097009594798032,0.0,0.0,-0.0,1.5013850563749995,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,15466,10,38,"cantlay, patrick",35450,375,43,0.0,0.0,0.0,0.0,0.0,0.0,1992-03-17,-6.5,34,2.7323679197491035,1.5435882323592631,0.6324999999999998,2.364595157537445,2.1552,pga,2026-08-10,1156,1.5435882323592631,0.25,0.0399999999999999,-0.02,0,2,55.0,-0.8399999999999999,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,0.0108820148728343,0.0,0.0,0.0083228833951632,0.0025591314776711,0.0,0.7681515486695408,,0.1553068752672247,-0.0085148041779109,0.0535447667963725,0.2958769401859745,0.3492206881502905,,1.3991529938920113,-0.1168259687549349,-0.0632103000523911,666,1.1758852111035916,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.5017377009395445,1.0,-29.02067936021825,-0.1217662529457657,-0.0343967521921552,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,0.0066692825406507,0.0,-0.0,-0.0,1.3525499972585366,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,14502,45,42,"cauley, bud",34021,128,29,0.0,0.0,0.0,0.0,0.0,0.0,1990-03-16,-6.5,36,2.712537414188225,0.7293848218387384,0.5074999999999998,1.0758878541896344,0.7574,pga,2026-08-10,1296,0.7293848218387384,0.1799999999999999,-0.12,0.32,0,3,65.0,0.1600000000000001,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,-0.0053025778594594,-0.0,0.0,-0.0067697772288559,0.0014671993693964,0.0,0.3577135977144739,,0.1062856617996731,0.0046890996064669,0.069432639457593,0.1026069158755555,0.1558671759172161,,0.6190298067480831,-0.0834463204509414,-0.0347263041063798,478,0.6191423756858638,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,0.6465363282435337,1.0,-3.9454571417691833,-0.1444568406668741,-0.0593926590655745,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,-0.0032498016545462,0.0,-0.0,-0.0,0.5625077259194113,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,23604,14,8,"clark, wyndham",51766,512,5,0.0,0.0,0.0,0.0,0.0,0.0,1993-12-09,-6.5,32,3.028277934920632,1.140586001752741,-0.2425000000000001,1.6417916359104603,1.2941999999999998,pga,2026-08-10,1024,1.140586001752741,-0.7200000000000001,-0.2300000000000001,-0.13,0,2,55.0,-0.8399999999999999,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,0.0312735939022339,0.0,0.0,0.0374602899786443,-0.0061866960764104,0.0,0.5984464630989774,,0.1200123602132074,-0.030194219998488,0.0399938563790562,0.1776744320660209,0.2469879097555364,,0.939923870450068,-0.1323930407296899,-0.0654667710459357,735,1.061711282395532,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,1.8557334863948984,1.0,-11.137115474671148,0.1112531962144459,-0.0151371192886167,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,0.0191667109660223,0.0,-0.0,0.0,0.9058183022419648,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,USA,21756,71,75,"cole, eric",47591,84,48,0.0,0.0,0.0,0.0,0.0,0.0,1988-06-12,-6.5,38,3.190870307073725,0.5371564661948173,-0.9925000000000002,1.316784432183591,1.0412,pga,2026-08-10,1444,0.5371564661948173,0.22,-0.26,0.11,0,4,65.0,1.16,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,-0.0054813357858013,0.0,0.0,-0.0024579057633622,-0.003023430022439,0.0,0.224023585717987,-0.0264900710065392,-0.014540337931811,-0.0109239384484918,-0.0267085664627924,,,0.1254358473450294,0.1846241534050044,0.0006039090584516,0.0131884257568163,613,0.094235851555727,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,0.0299668063258279,1.0,4.843971275218065,-0.0602506795519223,-0.0999647006236452,0.0,weekly_pga_core,False,0.0005469001729641,-0.0538191793470895,-0.0033593573876606,0.0,0.0,-0.0,0.1279925168432183,2026-08-17 10:00,2026-08-17 10:00
Bellerive Country Club,1,2026-08-23,2026-08-20,28,BMW Championship,2026-08-17 17:40:51 UTC,no,pga,-18000,0,COL,22833,69,56,"echavarria, nicolas",51349,127,42,0.0,0.0,0.0,0.0,0.0,0.0,1994-08-04,-6.5,32,2.965032335528229,0.3306853344941206,-0.3675000000000001,0.6742169886850486,0.4256,pga,2026-08-10,1024,0.3306853344941206,0.1999999999999999,0.35,-0.01,0,4,67.0,1.16,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-20,-0.0210663745614282,0.0,0.0,-0.0237486802264278,0.0026823056649995,0.0,0.2147045797606147,-0.0135633862821913,0.2319891886620366,-0.0209119697671908,0.0106426714414313,,,0.1033241963440558,0.4994792154369584,0.0002011444485781,0.0064578341656966,614,0.1780915776720522,pga_ridge_v2,-2.957802919353684,701,-2.957802919353684,0.943532166272788,1.0,-14.38713579290913,0.0352007737314495,-0.0333650433360727,0.0,weekly_pga_core,False,0.0006830876588941,-0.0235809815958934,-0.0071853823291524,0.0,-0.0,0.0,0.4693959391708067,2026-08-17 10:00,2026-08-17 10:00
