player_name,residual,weather_signal,residual_w_adj,tot_resid_adj,total_adjustment,updated_pred,course_x
"rose, justin",6.280387537647667,0.042400414427426564,6.237987123220241,0.035809457361049485,0.035809457361049485,0.9405071179908663,NC
"hisatsune, ryo",0.3477071932290615,1.4849092715928391,-1.1372020783637775,0.019225399213818606,0.019225399213818606,-0.151526195737758,NC
"jaeger, stephan",4.227080436709631,0.09581048354710725,4.131269953162524,0.14845160604037083,0.14845160604037083,0.10645636760822394,NC
"li, haotong",-0.32243747078332197,-1.2723522007208163,0.9499147299374944,-0.013973760796129192,-0.013973760796129192,0.49354890826467757,NC
"knapp, jake",2.236004105485075,0.9095670969974201,1.3264370084876551,0.0642957985270778,0.0642957985270778,1.0133768913194876,NC
"matsuyama, hideki",3.7702252143846002,0.042400414427426564,3.727824799957174,0.3525342967681773,0.3525342967681773,1.7673942806610616,NC
"ventura, kristoffer",2.860980019310681,-0.3860134316260746,3.2469934509367557,0.12079888441398617,0.12079888441398617,0.44677446338078997,NC
"mcnealy, maverick",3.0708395985866077,0.9095670969974201,2.1612725015891874,0.2600773251221032,0.2600773251221032,1.37619332481298,NC
"schenk, adam",0.9602318724753078,0.9095670969974201,0.050664775477887725,0.047018585939032374,0.047018585939032374,-0.7281280882587906,NC
"mitchell, keith",1.6178908037436415,-0.7874043986938866,2.405295202437528,0.05222231563418312,0.05222231563418312,0.6212871101680265,NC
"coody, pierceson",0.33334989797294523,-0.3860134316260746,0.7193633295990198,0.013200624485349362,0.013200624485349362,0.8668063247898888,NC
"lower, justin",6.927097617883447,1.5781885425340176,5.34890907534943,-0.041072826637052806,-0.041072826637052806,-0.7830852462430163,NC
"gotterup, chris",0.17792130294331443,0.6915215469571826,-0.5136002440138682,0.008583245409909651,0.008583245409909651,1.0194871140774133,NC
"parry, john",1.761848599186754,0.7015274484283573,1.0603211507583967,0.08446018048399076,0.08446018048399076,0.5114367529080548,NC
"day, jason",1.0114235288724442,0.042400414427426564,0.9690231144450177,0.05941499951806797,0.05941499951806797,1.2330766689231087,NC
"theegala, sahith",2.5410559188132975,1.4849092715928391,1.0561466472204584,0.06864911909029614,0.06864911909029614,0.7145487985544839,NC
"walker, danny",2.8385486996801843,-1.3394613419397334,4.178010041619918,0.08994041461331885,0.08994041461331885,-0.5616526867893805,NC
"vilips, karl",2.3199999329594556,0.09581048354710725,2.224189449412348,0.10448351778953914,0.10448351778953914,-0.028560816892431354,NC
"stevens, samuel",0.18417101557708626,-1.3394613419397334,1.5236323575168198,0.00889924565007753,0.00889924565007753,1.011683828350476,NC
"vanderlaan, john",1.8287430600602579,-0.7127121039587536,2.5414551640190117,0.07493377801807219,0.07493377801807219,-0.5649841104313678,NC
"pavon, matthieu",2.332615208644754,0.7015274484283573,1.6310877602163967,0.10489864111329124,0.10489864111329124,-0.038891395920644875,NC
"meissner, mac",0.6134587205592846,1.5781885425340176,-0.964729821974733,0.023313446772777975,0.023313446772777975,0.5986798978243114,NC
"moore, taylor",1.3817590291873487,1.4849092715928391,-0.10315024240549042,0.06897029888994563,0.06897029888994563,-0.12583313201991847,NC
"clark, wyndham",-1.839176282201005,0.9095670969974201,-2.748743379198425,-0.041981734578911266,-0.041981734578911266,0.9860197192329119,NC
"scott, adam",0.211978748542681,0.6915215469571826,-0.4795427984145016,0.008540988622469051,0.008540988622469051,0.9816474383572728,NC
"kim, s.h.",0.9706645733666914,-0.7874043986938866,1.758068972060578,0.05052556062649455,0.05052556062649455,0.26868615887062114,NC
"bradley, keegan",-0.8756100606684746,0.6915215469571826,-1.5671316076256572,-0.030617731263617325,-0.030617731263617325,1.0319479276823422,NC
"thompson, davis",1.560756320269976,0.042400414427426564,1.5183559058425493,0.05088641363100675,0.05088641363100675,0.6789552649718488,NC
"ghim, doug",-2.1646032237703055,1.5781885425340176,-3.742791766304323,-0.1479634810823398,-0.1479634810823398,0.2017249409654504,NC
"eckroat, austin",2.006485061178884,1.5781885425340176,0.4282965186448662,0.09363518902949731,0.09363518902949731,0.2741057261280988,NC
"dou, zecheng",-2.938273288373299,0.7015274484283573,-3.6398007368016563,-0.2126693443353892,-0.2126693443353892,-0.08557088435127219,NC
"salinda, isaiah",-1.4383314560518423,-0.3860134316260746,-1.0523180244257677,-0.09288647250339489,-0.09288647250339489,-0.4657298448407345,NC
"rodgers, patrick",-1.7174451532808455,-0.7874043986938866,-0.9300407545869589,-0.08808679563196394,-0.08808679563196394,0.8144435559263664,NC
"bauchou, zach",1.5881465753657658,-0.7127121039587536,2.300858679324519,0.07756767982018598,0.07756767982018598,-0.3217537239347618,NC
"castillo, ricky",0.7288746215420743,-1.2723522007208163,2.0012268222628906,0.03885619817762631,0.03885619817762631,0.4969371749130368,NC
"reitan, kristoffer",1.7882842501529912,0.7015274484283573,1.0867568017246338,0.08548163577514052,0.08548163577514052,0.4841529838996343,NC
"hubbard, mark",3.4604207009490375,1.4849092715928391,1.9755114293561984,0.1353225626008956,0.1353225626008956,-0.140012940070657,NC
"hirata, kensei",-0.07861759578228616,0.6915215469571826,-0.7701391427394688,-0.004600959718788739,-0.004600959718788739,-0.7408981656590177,NC
