,current_round,event_id,event_name,last_updated,am,country,course,dg_id,dk_id,dk_salary,early_late,fd_id,fd_salary,flag,pga_number,player_name,r1_teetime,r2_teetime,r3_teetime,r4_teetime,start_hole,unofficial,yh_id,yh_salary,Birthday,c_exp,player_age,std_dev,skill_est,ema_8_great_shots,max_skill,sma_50_max_skill,tour,Date,age_squared,adj_skill_est,delta_adj_skill_est,delta_sg_putt,delta_sg_ott,dsle,consecutive_weeks_played,sample,relative_consecutive_weeks,relative_dsle,course_adjustment,putt_adj,app_adj,dd_adj,acc_adj,arg_adj,course_history_raw,comp_adj_skill_est,comp_max_skill,comp_ema_sg_adj,comp_putt,comp_ott,comp_max_skill_50,comp_6m_sg,comp_sma20_sg,pred_step2,comp_sma50_sg,comp_sma6m_sg,majors_history_raw,links_adj,comp_age,comp_relative_dsle,comp_c_exp,comp_c_adj,comp_c_hist,comp_major,comp_links,pred
0,1,3,WM Phoenix Open,2026-02-02 19:33:02 UTC,0,USA,0.0,31585,41813969.0,6000.0,0,126312-240931,7000.0,USA,65871,"avant, thomas",0.0,0.0,0.0,0.0,0,0,golf.p.26590$golf.g.20264,20.0,1995-01-01,-6.5,31,3.0,-2.5,4.440892098500626e-16,0.0,0.0,0,0,961,-2.5,0.0,0.0,0.0,2.4634146341463414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.0,-0.03575,0.0,0.0,,,-4.97204984542044
1,1,3,WM Phoenix Open,2026-02-02 19:33:02 UTC,0,USA,0.0,19846,41813950.0,6200.0,0,126312-85239,7200.0,USA,48001,"bauchou, zach",0.0,0.0,0.0,0.0,0,0,golf.p.19938$golf.g.20264,20.0,1996-01-01,-6.5,30,3.0,-2.5,4.440892098500626e-16,0.0,0.0,0,0,900,-2.5,0.0,0.0,0.0,2.4634146341463414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.0,-0.03575,0.0,0.0,,,-0.407015253014479
2,1,3,WM Phoenix Open,2026-02-02 19:33:02 UTC,0,USA,0.0,17606,41813879.0,7500.0,0,126312-77848,9400.0,USA,40026,"berger, daniel",0.0,0.0,0.0,0.0,0,0,golf.p.13967$golf.g.20264,33.0,1993-04-07,19.5,32,2.7,0.5336597254734715,0.20807752853207395,1.7234642606912147,1.5714,pga,2026-01-25,1024,0.5336597254734715,0.47,0.13,-0.04,7.0,3.0,20.0,0.26016260162601634,4.536585365853659,-0.0192892477043884,-0.0041044589844934,-0.0051877411868023,-0.0147272821295461,-2.6802556953120076e-05,0.0047570371534066,11.20063433710112,0.2832735045928851,,0.0556904056518522,-0.0051813804017035,0.0547663813517716,0.3227497288581212,0.0569799850013233,,0.8037813421748556,0.0361297839040867,0.0017215735701425,-20.50387090625581,0.0243179908283267,-0.00234864035362381,-0.058975609756097565,0.12480000000000001,-0.020253710089607822,0.0560031716855056,-0.0,0.0,0.9053551940146558
3,1,3,WM Phoenix Open,2026-02-02 19:33:02 UTC,0,RSA,0.0,18103,41813885.0,7400.0,0,126312-110898,8800.0,RSA,45522,"bezuidenhout, christiaan",0.0,0.0,0.0,0.0,0,0,golf.p.14326$golf.g.20264,26.0,1994-05-18,3.5,31,2.3407935170182177,0.7502429426782198,0.8747441951987409,1.2024297193622373,1.028,pga,2026-01-26,961,0.7502429426782198,-0.09,-0.1299999999999999,-0.01,0.0,3.0,32.0,0.26016260162601634,-2.4634146341463414,-0.0909656984727601,0.0077392938791629,-0.002619023372605,-0.0923065102095939,-0.0001810209082589,-0.0035984378614651,5.4414618891055095,0.3245609939913765,,0.1019994296811096,-0.0186061112699339,-0.0722313518047894,0.2111408433665194,0.0910347022641925,,0.7196844248957012,0.0627043082943579,0.0090279018308188,-2.3221733697811926,0.0429467610498572,0.010053708542049788,0.03202439024390244,0.0224,-0.09551398339639812,0.027207309445527548,-0.0,0.0,0.705802141188733
4,1,3,WM Phoenix Open,2026-02-02 19:33:02 UTC,0,USA,0.0,26096,41813906.0,6900.0,0,126312-103030,8600.0,USA,56630,"bhatia, akshay",0.0,0.0,0.0,0.0,0,0,golf.p.23159$golf.g.20264,30.0,2002-01-31,-0.5,24,3.145004998206909,0.4408996784377289,-0.12525580480125909,1.0869440477060448,0.9036000000000002,pga,2026-01-26,576,0.4408996784377289,-0.84,-0.03,-0.22,2.0,2.0,28.0,-0.7398373983739837,-0.46341463414634143,0.0141472024331401,0.0031566334896701,-0.0056629421592888,0.0150414747694224,0.0002133619928838,0.0013986743404524,-4.945880576385804,0.0379089642924324,0.0667763817537249,-0.2056715140736525,0.0026095125647844,-0.0111583758087799,,,0.1596631575251461,0.1849579862250125,0.0315721765686301,0.0274957856693548,-2.727480179880124,-0.0181643058659558,0.07576189773337222,0.005421951219512195,-0.00275,0.013439842311483093,-0.04945880576385804,-0.0,-0.0,0.15161097399214973
5,1,3,WM Phoenix Open,2026-02-02 19:33:02 UTC,0,USA,0.0,24956,41813942.0,6300.0,0,126312-180875,7200.0,USA,54788,"blanchet, chandler",0.0,0.0,0.0,0.0,0,0,golf.p.23466$golf.g.20264,20.0,1995-02-01,-6.5,31,2.708284028401494,0.0099361686531926,-1.625255804801259,0.3819239606197348,-0.0472,pga,2026-01-26,961,0.0099361686531926,-0.8500000000000001,0.0,0.0,2.0,3.0,32.0,0.26016260162601634,-0.46341463414634143,0.0001799563982296,0.0,-0.0,0.0,0.0001799563982296,-0.0,0.0,-0.0633146760328773,0.0346030950375671,-0.0531022743221084,0.0756328092933893,-0.0251610434903861,,,0.0229473428341174,0.0765045428021418,0.0359398729333274,0.025788399041551,-1.39793461822252,,0.023171017507561398,0.005421951219512195,-0.03575,0.00017095857831812,0.0,-0.0,,0.046347452599972125
6,1,3,WM Phoenix Open,2026-02-02 19:33:02 UTC,0,USA,0.0,29197,41813917.0,6800.0,0,126312-165892,7700.0,USA,61522,"brennan, michael",0.0,0.0,0.0,0.0,0,0,golf.p.24201$golf.g.20264,20.0,2002-06-01,-6.5,23,2.4337234549008646,-0.04572413793103449,4.440892098500626e-16,0.0,0.0,0,2026-01-26,529,-0.04572413793103449,0.0,0.0,0.0,2.4634146341463414,0.0,0.0,0.0,0.0,0.0362039264793702,-0.00665180857,0.00166786082,0.03978387666,4.5960593702233335e-06,0.00139940151,0.0,-0.0153089130280537,0.0045657754205022,-0.2907408513792298,0.0483864281022579,0.0836590301865698,,,-0.0459223497343398,-0.2815751177456572,-0.1197451712232424,-0.0227389757018305,,,0.07626990961170899,-0.0,-0.03575,0.03439373015540169,0.0,,,0.320995370772716
7,1,3,WM Phoenix Open,2026-02-02 19:33:02 UTC,0,USA,0.0,29433,41813898.0,7100.0,0,126312-169771,8400.0,USA,60004,"bridgeman, jacob",0.0,0.0,0.0,0.0,0,0,golf.p.24245$golf.g.20264,30.0,1999-12-06,-4.5,26,2.5636579901851952,0.4202128088235156,0.7080775285320744,0.81975457644325,0.5602,pga,2026-01-25,676,0.4202128088235156,0.92,0.01,0.24,7.0,3.0,29.0,0.26016260162601634,4.536585365853659,0.0010244701569623,0.0057852160473102,0.0005883090656513,-0.0033313273790274,1.5223386018622869e-05,-0.0020329509629903,-2.9292234857173023,0.2623147250788548,,0.0916804389323606,-0.0086930796678294,0.0113137239519718,0.1150594362392258,0.0438776471925451,,0.6088649034418671,0.027022470208611,0.0063567356779839,-5.479760917965505,0.0,0.05993280582814331,-0.05307804878048781,-0.024749999999999998,0.0009732466491141849,-0.029292234857173024,-0.0,0.0,0.5027178664533203
8,1,3,WM Phoenix Open,2026-02-02 19:33:02 UTC,0,ENG,0.0,20766,41813909.0,6900.0,0,126312-189532,8300.0,ENG,57259,"brown, dan",0.0,0.0,0.0,0.0,0,0,golf.p.20519$golf.g.20264,29.0,1995-01-01,-6.5,31,2.3,0.4725795454545455,4.440892098500626e-16,0.0,0.0,0,2026-01-25,961,0.4725795454545455,0.0,0.0,0.0,2.4634146341463414,0.0,0.0,0.0,0.0,0.0001356765636096,0.0,-0.0,0.0,0.0001356765636096,-0.0,0.0,,,,,,,,,,,,,,,-0.0,-0.03575,0.00012889273542912,0.0,,,0.150733844439166
9,1,3,WM Phoenix Open,2026-02-02 19:33:02 UTC,0,USA,0.0,19483,41813855.0,9400.0,0,126312-77904,11100.0,USA,47504,"burns, sam",0.0,0.0,0.0,0.0,0,0,golf.p.19107$golf.g.20264,39.0,1996-07-23,15.5,29,2.3,1.4190340510759287,0.7080775285320744,1.795282189499898,1.426,pga,2026-01-25,841,1.4190340510759287,-0.1099999999999998,0.09,0.0199999999999999,7.0,2.0,25.0,-0.7398373983739837,4.536585365853659,0.0452338908327368,0.0206762501047968,-0.0030548965112242,0.0276008762693683,-5.003938607791664e-05,6.170035587387709e-05,3.969286153353628,0.6229539505658416,,0.1008158210826945,-0.0495969887832753,0.0653926941513691,0.2928860336971368,0.1756633510612577,,1.3609301769663504,0.1049300313804585,0.0155926708913045,-15.59639839235205,-0.1520316157145034,0.0322926129195627,-0.058975609756097565,0.09920000000000001,0.04749558537437364,0.01984643076676814,-0.0,-0.0,1.4684965833513945
